航班号,航空公司,航空公司代码,出发机场,出发机场名称,到达机场,到达机场名称,出发时间,到达时间,运营日期,数据来源
DA7504,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 09:55:00,2025-03-24 10:25:00,Daily,direct_web_scraping
DA7506,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 10:50:00,2025-03-24 11:20:00,Daily,direct_web_scraping
DA7516,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 11:50:00,2025-03-24 12:20:00,Daily,direct_web_scraping
DA7508,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 12:50:00,2025-03-24 13:20:00,Daily,direct_web_scraping
DA7518,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 14:50:00,2025-03-24 15:20:00,Daily,direct_web_scraping
DA7510,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 15:20:00,2025-03-24 15:50:00,Daily,direct_web_scraping
DA7512,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 16:45:00,2025-03-24 17:15:00,Daily,direct_web_scraping
DA7301,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 07:30:00,2025-03-24 07:50:00,每日,direct_web_scraping
DA7303,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 12:50:00,2025-03-24 13:10:00,每日,direct_web_scraping
DA7311,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 16:15:00,2025-03-24 16:35:00,每日,direct_web_scraping
DA7301,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 07:30:00,2025-03-24 07:50:00,Daily,direct_web_scraping
DA7303,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 12:50:00,2025-03-24 13:10:00,Daily,direct_web_scraping
DA7311,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 16:15:00,2025-03-24 16:35:00,Daily,direct_web_scraping
DA7302,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 08:15:00,2025-03-24 08:35:00,每日,direct_web_scraping
DA7304,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 13:35:00,2025-03-24 13:55:00,每日,direct_web_scraping
DA7312,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 17:00:00,2025-03-24 17:20:00,每日,direct_web_scraping
DA7302,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 08:15:00,2025-03-24 08:35:00,Daily,direct_web_scraping
DA7304,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 13:35:00,2025-03-24 13:55:00,Daily,direct_web_scraping
DA7312,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 17:00:00,2025-03-24 17:20:00,Daily,direct_web_scraping
DA7009,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-24 10:30:00,2025-03-24 11:10:00,1.2.34.6.7,direct_web_scraping
DA7011,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-24 13:10:00,2025-03-24 13:50:00,每日,direct_web_scraping
DA7009,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-24 10:30:00,2025-03-24 11:10:00,1.2.34.6.7,direct_web_scraping
DA7011,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-24 13:10:00,2025-03-24 13:50:00,Daily,direct_web_scraping
DA7010,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-24 11:40:00,2025-03-24 12:20:00,1.2.34.6.7,direct_web_scraping
DA7012,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-24 16:15:00,2025-03-24 16:55:00,每日,direct_web_scraping
DA7010,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-24 11:40:00,2025-03-24 12:20:00,1.2.34.6.7,direct_web_scraping
DA7012,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-24 16:15:00,2025-03-24 16:55:00,Daily,direct_web_scraping
DA7016,德安航空,EBC,CMJ,七美,MZG,馬公,2025-03-24 14:25:00,2025-03-24 14:45:00,每日,direct_web_scraping
DA7016,德安航空,EBC,CMJ,七美,MZG,馬公,2025-03-24 14:25:00,2025-03-24 14:45:00,Daily,direct_web_scraping
DA7017,德安航空,EBC,MZG,馬公,CMJ,七美,2025-03-24 15:20:00,2025-03-24 15:40:00,每日,direct_web_scraping
DA7017,德安航空,EBC,MZG,馬公,CMJ,七美,2025-03-24 15:20:00,2025-03-24 15:40:00,Daily,direct_web_scraping
DA7501,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 07:50:00,2025-03-24 08:20:00,每日,direct_web_scraping
DA7503,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 09:00:00,2025-03-24 09:30:00,每日,direct_web_scraping
DA7505,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 09:50:00,2025-03-24 10:20:00,每日,direct_web_scraping
DA7515,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 10:55:00,2025-03-24 11:25:00,每日,direct_web_scraping
DA7507,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 11:50:00,2025-03-24 12:20:00,每日,direct_web_scraping
DA7517,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 13:50:00,2025-03-24 14:20:00,每日,direct_web_scraping
DA7509,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 14:25:00,2025-03-24 14:55:00,每日,direct_web_scraping
DA7511,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 15:50:00,2025-03-24 16:20:00,每日,direct_web_scraping
DA7501,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 07:50:00,2025-03-24 08:20:00,Daily,direct_web_scraping
DA7503,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 09:00:00,2025-03-24 09:30:00,Daily,direct_web_scraping
DA7505,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 09:50:00,2025-03-24 10:20:00,Daily,direct_web_scraping
DA7515,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 10:55:00,2025-03-24 11:25:00,Daily,direct_web_scraping
DA7507,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 11:50:00,2025-03-24 12:20:00,Daily,direct_web_scraping
DA7517,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 13:50:00,2025-03-24 14:20:00,Daily,direct_web_scraping
DA7509,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 14:25:00,2025-03-24 14:55:00,Daily,direct_web_scraping
DA7511,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-24 15:50:00,2025-03-24 16:20:00,Daily,direct_web_scraping
DA7502,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 08:50:00,2025-03-24 09:20:00,每日,direct_web_scraping
DA7504,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 09:55:00,2025-03-24 10:25:00,每日,direct_web_scraping
DA7506,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 10:50:00,2025-03-24 11:20:00,每日,direct_web_scraping
DA7516,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 11:50:00,2025-03-24 12:20:00,每日,direct_web_scraping
DA7508,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 12:50:00,2025-03-24 13:20:00,每日,direct_web_scraping
DA7518,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 14:50:00,2025-03-24 15:20:00,每日,direct_web_scraping
DA7510,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 15:20:00,2025-03-24 15:50:00,每日,direct_web_scraping
DA7512,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 16:45:00,2025-03-24 17:15:00,每日,direct_web_scraping
DA7502,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 08:50:00,2025-03-24 09:20:00,Daily,direct_web_scraping
DA7504,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 09:55:00,2025-03-24 10:25:00,Daily,direct_web_scraping
DA7506,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 10:50:00,2025-03-24 11:20:00,Daily,direct_web_scraping
DA7516,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 11:50:00,2025-03-24 12:20:00,Daily,direct_web_scraping
DA7508,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 12:50:00,2025-03-24 13:20:00,Daily,direct_web_scraping
DA7518,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 14:50:00,2025-03-24 15:20:00,Daily,direct_web_scraping
DA7510,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 15:20:00,2025-03-24 15:50:00,Daily,direct_web_scraping
DA7512,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-24 16:45:00,2025-03-24 17:15:00,Daily,direct_web_scraping
DA7301,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 07:30:00,2025-03-24 07:50:00,每日,direct_web_scraping
DA7303,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 12:50:00,2025-03-24 13:10:00,每日,direct_web_scraping
DA7311,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 16:15:00,2025-03-24 16:35:00,每日,direct_web_scraping
DA7301,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 07:30:00,2025-03-24 07:50:00,Daily,direct_web_scraping
DA7303,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 12:50:00,2025-03-24 13:10:00,Daily,direct_web_scraping
DA7311,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-24 16:15:00,2025-03-24 16:35:00,Daily,direct_web_scraping
DA7302,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 08:15:00,2025-03-24 08:35:00,每日,direct_web_scraping
DA7304,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 13:35:00,2025-03-24 13:55:00,每日,direct_web_scraping
DA7312,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 17:00:00,2025-03-24 17:20:00,每日,direct_web_scraping
DA7302,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 08:15:00,2025-03-24 08:35:00,Daily,direct_web_scraping
DA7304,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 13:35:00,2025-03-24 13:55:00,Daily,direct_web_scraping
DA7312,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-24 17:00:00,2025-03-24 17:20:00,Daily,direct_web_scraping
DA7009,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-24 10:30:00,2025-03-24 11:10:00,1.2.34.6.7,direct_web_scraping
DA7011,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-24 13:10:00,2025-03-24 13:50:00,每日,direct_web_scraping
DA7009,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-24 10:30:00,2025-03-24 11:10:00,1.2.34.6.7,direct_web_scraping
DA7011,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-24 13:10:00,2025-03-24 13:50:00,Daily,direct_web_scraping
DA7010,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-24 11:40:00,2025-03-24 12:20:00,1.2.34.6.7,direct_web_scraping
DA7012,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-24 16:15:00,2025-03-24 16:55:00,每日,direct_web_scraping
DA7010,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-24 11:40:00,2025-03-24 12:20:00,1.2.34.6.7,direct_web_scraping
DA7012,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-24 16:15:00,2025-03-24 16:55:00,Daily,direct_web_scraping
DA7016,德安航空,EBC,CMJ,七美,MZG,馬公,2025-03-24 14:25:00,2025-03-24 14:45:00,每日,direct_web_scraping
DA7016,德安航空,EBC,CMJ,七美,MZG,馬公,2025-03-24 14:25:00,2025-03-24 14:45:00,Daily,direct_web_scraping
DA7017,德安航空,EBC,MZG,馬公,CMJ,七美,2025-03-24 15:20:00,2025-03-24 15:40:00,每日,direct_web_scraping
DA7017,德安航空,EBC,MZG,馬公,CMJ,七美,2025-03-24 15:20:00,2025-03-24 15:40:00,Daily,direct_web_scraping
DA7501,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 08:10:00,2025-03-25 08:40:00,每日,direct_web_scraping
DA7503,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:25:00,2025-03-25 09:55:00,每日,direct_web_scraping
DA7505,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 10:10:00,2025-03-25 10:40:00,每日,direct_web_scraping
DA7507,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 12:25:00,2025-03-25 12:55:00,每日,direct_web_scraping
DA7509,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 13:30:00,2025-03-25 14:00:00,每日,direct_web_scraping
DA7511,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 15:30:00,2025-03-25 16:00:00,每日,direct_web_scraping
DA7501,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 08:10:00,2025-03-25 08:40:00,Daily,direct_web_scraping
DA7503,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:25:00,2025-03-25 09:55:00,Daily,direct_web_scraping
DA7505,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 10:10:00,2025-03-25 10:40:00,Daily,direct_web_scraping
DA7507,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 12:25:00,2025-03-25 12:55:00,Daily,direct_web_scraping
DA7509,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 13:30:00,2025-03-25 14:00:00,Daily,direct_web_scraping
DA7511,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 15:30:00,2025-03-25 16:00:00,Daily,direct_web_scraping
DA7502,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 09:10:00,2025-03-25 09:40:00,每日,direct_web_scraping
DA7504,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 10:25:00,2025-03-25 10:55:00,每日,direct_web_scraping
DA7506,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 11:10:00,2025-03-25 11:40:00,每日,direct_web_scraping
DA7508,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 13:25:00,2025-03-25 13:55:00,每日,direct_web_scraping
DA7510,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 14:30:00,2025-03-25 15:00:00,每日,direct_web_scraping
DA7512,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 16:30:00,2025-03-25 17:00:00,每日,direct_web_scraping
DA7502,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 09:10:00,2025-03-25 09:40:00,Daily,direct_web_scraping
DA7504,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 10:25:00,2025-03-25 10:55:00,Daily,direct_web_scraping
DA7506,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 11:10:00,2025-03-25 11:40:00,Daily,direct_web_scraping
DA7508,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 13:25:00,2025-03-25 13:55:00,Daily,direct_web_scraping
DA7510,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 14:30:00,2025-03-25 15:00:00,Daily,direct_web_scraping
DA7512,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 16:30:00,2025-03-25 17:00:00,Daily,direct_web_scraping
DA7301,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 07:50:00,2025-03-25 08:10:00,每日,direct_web_scraping
DA7303,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 11:55:00,2025-03-25 12:15:00,每日,direct_web_scraping
DA7311,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 16:00:00,2025-03-25 16:20:00,每日,direct_web_scraping
DA7301,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 07:50:00,2025-03-25 08:10:00,Daily,direct_web_scraping
DA7303,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 11:55:00,2025-03-25 12:15:00,Daily,direct_web_scraping
DA7311,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 16:00:00,2025-03-25 16:20:00,Daily,direct_web_scraping
DA7302,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 08:35:00,2025-03-25 08:55:00,每日,direct_web_scraping
DA7304,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 12:40:00,2025-03-25 13:00:00,每日,direct_web_scraping
DA7312,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 16:45:00,2025-03-25 17:05:00,每日,direct_web_scraping
DA7302,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 08:35:00,2025-03-25 08:55:00,Daily,direct_web_scraping
DA7304,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 12:40:00,2025-03-25 13:00:00,Daily,direct_web_scraping
DA7312,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 16:45:00,2025-03-25 17:05:00,Daily,direct_web_scraping
DA7001,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-25 08:00:00,2025-03-25 08:40:00,53/16（日）3/30（日）,direct_web_scraping
DA7011,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-25 13:10:00,2025-03-25 13:50:00,每日,direct_web_scraping
DA7001,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-25 08:00:00,2025-03-25 08:40:00,53/16（日）3/30（日）,direct_web_scraping
DA7011,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-25 13:10:00,2025-03-25 13:50:00,Daily,direct_web_scraping
DA7002,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-25 09:10:00,2025-03-25 09:50:00,53/16（日）3/30（日）,direct_web_scraping
DA7012,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-25 16:15:00,2025-03-25 16:55:00,每日,direct_web_scraping
DA7002,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-25 09:10:00,2025-03-25 09:50:00,53/16（日）3/30（日）,direct_web_scraping
DA7012,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-25 16:15:00,2025-03-25 16:55:00,Daily,direct_web_scraping
DA7016,德安航空,EBC,CMJ,七美,MZG,馬公,2025-03-25 14:25:00,2025-03-25 14:45:00,每日,direct_web_scraping
DA7016,德安航空,EBC,CMJ,七美,MZG,馬公,2025-03-25 14:25:00,2025-03-25 14:45:00,Daily,direct_web_scraping
DA7017,德安航空,EBC,MZG,馬公,CMJ,七美,2025-03-25 15:20:00,2025-03-25 15:40:00,每日,direct_web_scraping
DA7017,德安航空,EBC,MZG,馬公,CMJ,七美,2025-03-25 15:20:00,2025-03-25 15:40:00,Daily,direct_web_scraping
DA7501,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 07:50:00,2025-03-25 08:20:00,每日,direct_web_scraping
DA7503,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:00:00,2025-03-25 09:30:00,每日,direct_web_scraping
DA7505,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:50:00,2025-03-25 10:20:00,每日,direct_web_scraping
DA7515,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 10:55:00,2025-03-25 11:25:00,每日,direct_web_scraping
DA7507,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 11:50:00,2025-03-25 12:20:00,每日,direct_web_scraping
DA7517,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 13:50:00,2025-03-25 14:20:00,每日,direct_web_scraping
DA7509,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 14:25:00,2025-03-25 14:55:00,每日,direct_web_scraping
DA7511,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 15:50:00,2025-03-25 16:20:00,每日,direct_web_scraping
DA7501,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 07:50:00,2025-03-25 08:20:00,Daily,direct_web_scraping
DA7503,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:00:00,2025-03-25 09:30:00,Daily,direct_web_scraping
DA7505,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:50:00,2025-03-25 10:20:00,Daily,direct_web_scraping
DA7515,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 10:55:00,2025-03-25 11:25:00,Daily,direct_web_scraping
DA7507,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 11:50:00,2025-03-25 12:20:00,Daily,direct_web_scraping
DA7517,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 13:50:00,2025-03-25 14:20:00,Daily,direct_web_scraping
DA7509,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 14:25:00,2025-03-25 14:55:00,Daily,direct_web_scraping
DA7511,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 15:50:00,2025-03-25 16:20:00,Daily,direct_web_scraping
DA7502,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 08:50:00,2025-03-25 09:20:00,每日,direct_web_scraping
DA7504,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 09:55:00,2025-03-25 10:25:00,每日,direct_web_scraping
DA7506,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 10:50:00,2025-03-25 11:20:00,每日,direct_web_scraping
DA7516,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 11:50:00,2025-03-25 12:20:00,每日,direct_web_scraping
DA7508,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 12:50:00,2025-03-25 13:20:00,每日,direct_web_scraping
DA7518,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 14:50:00,2025-03-25 15:20:00,每日,direct_web_scraping
DA7510,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 15:20:00,2025-03-25 15:50:00,每日,direct_web_scraping
DA7512,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 16:45:00,2025-03-25 17:15:00,每日,direct_web_scraping
DA7502,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 08:50:00,2025-03-25 09:20:00,Daily,direct_web_scraping
DA7504,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 09:55:00,2025-03-25 10:25:00,Daily,direct_web_scraping
DA7506,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 10:50:00,2025-03-25 11:20:00,Daily,direct_web_scraping
DA7516,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 11:50:00,2025-03-25 12:20:00,Daily,direct_web_scraping
DA7508,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 12:50:00,2025-03-25 13:20:00,Daily,direct_web_scraping
DA7518,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 14:50:00,2025-03-25 15:20:00,Daily,direct_web_scraping
DA7510,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 15:20:00,2025-03-25 15:50:00,Daily,direct_web_scraping
DA7512,德安航空,EBC,KYD,蘭嶼,TTT,台東,2025-03-25 16:45:00,2025-03-25 17:15:00,Daily,direct_web_scraping
DA7301,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 07:30:00,2025-03-25 07:50:00,每日,direct_web_scraping
DA7303,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 12:50:00,2025-03-25 13:10:00,每日,direct_web_scraping
DA7311,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 16:15:00,2025-03-25 16:35:00,每日,direct_web_scraping
DA7301,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 07:30:00,2025-03-25 07:50:00,Daily,direct_web_scraping
DA7303,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 12:50:00,2025-03-25 13:10:00,Daily,direct_web_scraping
DA7311,德安航空,EBC,TTT,台東,GNI,綠島,2025-03-25 16:15:00,2025-03-25 16:35:00,Daily,direct_web_scraping
DA7302,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 08:15:00,2025-03-25 08:35:00,每日,direct_web_scraping
DA7304,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 13:35:00,2025-03-25 13:55:00,每日,direct_web_scraping
DA7312,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 17:00:00,2025-03-25 17:20:00,每日,direct_web_scraping
DA7302,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 08:15:00,2025-03-25 08:35:00,Daily,direct_web_scraping
DA7304,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 13:35:00,2025-03-25 13:55:00,Daily,direct_web_scraping
DA7312,德安航空,EBC,GNI,綠島,TTT,台東,2025-03-25 17:00:00,2025-03-25 17:20:00,Daily,direct_web_scraping
DA7011,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-25 13:10:00,2025-03-25 13:50:00,每日,direct_web_scraping
DA7011,德安航空,EBC,KHH,高雄,CMJ,七美,2025-03-25 13:10:00,2025-03-25 13:50:00,Daily,direct_web_scraping
DA7012,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-25 16:15:00,2025-03-25 16:55:00,每日,direct_web_scraping
DA7012,德安航空,EBC,CMJ,七美,KHH,高雄,2025-03-25 16:15:00,2025-03-25 16:55:00,Daily,direct_web_scraping
DA7016,德安航空,EBC,CMJ,七美,MZG,馬公,2025-03-25 14:25:00,2025-03-25 14:45:00,每日,direct_web_scraping
DA7016,德安航空,EBC,CMJ,七美,MZG,馬公,2025-03-25 14:25:00,2025-03-25 14:45:00,Daily,direct_web_scraping
DA7017,德安航空,EBC,MZG,馬公,CMJ,七美,2025-03-25 15:20:00,2025-03-25 15:40:00,每日,direct_web_scraping
DA7017,德安航空,EBC,MZG,馬公,CMJ,七美,2025-03-25 15:20:00,2025-03-25 15:40:00,Daily,direct_web_scraping
DA7501,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 07:50:00,2025-03-25 08:20:00,每日,direct_web_scraping
DA7503,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:00:00,2025-03-25 09:30:00,每日,direct_web_scraping
DA7505,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:50:00,2025-03-25 10:20:00,每日,direct_web_scraping
DA7515,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 10:55:00,2025-03-25 11:25:00,每日,direct_web_scraping
DA7507,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 11:50:00,2025-03-25 12:20:00,每日,direct_web_scraping
DA7517,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 13:50:00,2025-03-25 14:20:00,每日,direct_web_scraping
DA7509,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 14:25:00,2025-03-25 14:55:00,每日,direct_web_scraping
DA7511,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 15:50:00,2025-03-25 16:20:00,每日,direct_web_scraping
DA7501,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 07:50:00,2025-03-25 08:20:00,Daily,direct_web_scraping
DA7503,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:00:00,2025-03-25 09:30:00,Daily,direct_web_scraping
DA7505,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 09:50:00,2025-03-25 10:20:00,Daily,direct_web_scraping
DA7515,德安航空,EBC,TTT,台東,KYD,蘭嶼,2025-03-25 10:55:00,2025-03-25 11:25:00,Daily,direct_web_scraping
